canton_name,hospital,Hospital_type,Number_of_outpatient_consultations,"Number_of_care_days_(inpatient,_without_discharge_day",Number_of_healthy_newborns_(inpatient_treatment),Number_of_operating_rooms,Number_of_delivery_rooms,MRI,CT,PET,CC,LB,Lito,Angio,Dia,Physicians,physicians in training,Nursing staff,Other medical personnel,Total staff,"MRI, outpatient","MRI, inpatient","CT, outpatient","CT, inpatient","Angiography, outpatient","Angiography, inpatient","Dialysis, outpatient","Dialysis, inpatient",City,lat,lng
Luzern,Luzerner Psychiatrie,Psychiatric hospital lvl1,118306.0,105407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.38,30.76,350.19,151.58,891.98,,,,,,,,,St. Urban,,
Luzern,Luzerner Psychiatrie,Psychiatric hospital lvl1,118306.0,105407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78,27.57,355.09,163.62,917.76,,,,,,,,,St. Urban,,
Luzern,Luzerner Psychiatrie,Psychiatric hospital lvl1,118306.0,105407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.78,27.57,355.09,163.62,917.76,,,,,,,,,St. Urban,,
Luzern,Therapiezentrum Meggen,Psychiatric hospital lvl2,87.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,4.65,6.66,13.09,,,,,,,,,Meggen,47.0464,8.3744
Luzern,Therapiezentrum Meggen,Psychiatric hospital lvl2,87.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,4.65,6.66,13.09,,,,,,,,,Meggen,47.0464,8.3744
Luzern,Therapiezentrum Meggen,Psychiatric hospital lvl2,87.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,3.25,8.8,14.5,,,,,,,,,Meggen,47.0464,8.3744
Luzern,Therapiezentrum Meggen,Psychiatric hospital lvl2,87.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,3.25,8.8,14.5,,,,,,,,,Meggen,47.0464,8.3744
Luzern,Luzerner Höhenklinik Montana,Rehabilitation clinic,1111.0,18504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,4.55,40.07,17.97,107.8,,,,,,,,,Crans-Montana,,
Luzern,Luzerner Höhenklinik Montana,Rehabilitation clinic,1111.0,18504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,4.55,40.07,17.97,107.8,,,,,,,,,Crans-Montana,,
Luzern,Luzerner Höhenklinik Montana,Rehabilitation clinic,1111.0,18504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,4.98,40.39,18.31,109.37,,,,,,,,,Crans-Montana,,
Luzern,Luzerner Höhenklinik Montana,Rehabilitation clinic,1111.0,18504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.56,4.98,40.39,18.31,109.37,,,,,,,,,Crans-Montana,,
Luzern,RehaClinic Sonnmatt Luzern,Rehabilitation clinic,2342.0,15958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,6.45,31.42,14.59,59.98,,,,,,,,,Luzern,,
Luzern,RehaClinic Sonnmatt Luzern,Rehabilitation clinic,2342.0,15958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,6.45,31.42,14.59,59.98,,,,,,,,,Luzern,,
Luzern,RehaClinic Sonnmatt Luzern,Rehabilitation clinic,2342.0,15958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,3.5,31.01,16.26,58.17,,,,,,,,,Luzern,,
Luzern,RehaClinic Sonnmatt Luzern,Rehabilitation clinic,2342.0,15958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13,3.5,31.01,16.26,58.17,,,,,,,,,Luzern,,
Luzern,Cereneo Schweiz AG Neurorehabilitationsklinik,Rehabilitation clinic,20.0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,17.98,17.22,51.18,8.0,13.0,,,,,,,Weggis,47.0322,8.4383
Luzern,Cereneo Schweiz AG Neurorehabilitationsklinik,Rehabilitation clinic,20.0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,17.98,17.22,51.18,inf,inf,,,,,,,Weggis,47.0322,8.4383
Luzern,Cereneo Schweiz AG Neurorehabilitationsklinik,Rehabilitation clinic,20.0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,23.36,13.86,53.9,8.0,13.0,,,,,,,Weggis,47.0322,8.4383
Luzern,Cereneo Schweiz AG Neurorehabilitationsklinik,Rehabilitation clinic,20.0,3782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,23.36,13.86,53.9,inf,inf,,,,,,,Weggis,47.0322,8.4383
Luzern,Geburtshaus Terra Alta,clinic: Gynecology / Neonatology,2597.0,2915.0,444.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19,0.43,25.63,,,,,,,,,Oberkirch LU,,
Luzern,Geburtshaus Terra Alta,clinic: Gynecology / Neonatology,2597.0,2915.0,444.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.19,0.43,25.63,,,,,,,,,Oberkirch LU,,
Luzern,Geburtshaus Terra Alta,clinic: Gynecology / Neonatology,2597.0,2915.0,444.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,0.38,27.84,,,,,,,,,Oberkirch LU,,
Luzern,Geburtshaus Terra Alta,clinic: Gynecology / Neonatology,2597.0,2915.0,444.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.04,0.38,27.84,,,,,,,,,Oberkirch LU,,
Luzern,Schweizer Paraplegiker-Zentrum Nottwil AG,clinic: Miscellaneous,58645.0,53736.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,78.21,26.47,390.53,173.75,982.83,4794.0,745.0,1249.0,804.0,,,,,Nottwil,47.1347,8.1369
Luzern,Schweizer Paraplegiker-Zentrum Nottwil AG,clinic: Miscellaneous,58645.0,53736.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,78.21,26.47,390.53,173.75,982.83,3755.0,554.0,901.0,641.0,,,,,Nottwil,47.1347,8.1369
Luzern,Schweizer Paraplegiker-Zentrum Nottwil AG,clinic: Miscellaneous,58645.0,53736.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.88,34.23,426.66,188.18,1059.59,4794.0,745.0,1249.0,804.0,,,,,Nottwil,47.1347,8.1369
Luzern,Schweizer Paraplegiker-Zentrum Nottwil AG,clinic: Miscellaneous,58645.0,53736.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.88,34.23,426.66,188.18,1059.59,3755.0,554.0,901.0,641.0,,,,,Nottwil,47.1347,8.1369
Neuchâtel,Réseau hospitalier neuchâtelois RHNe,Hospital lvl2,269185.0,124859.0,1188.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,359.87,164.99,907.03,243.14,2184.24,2117.0,542.0,4630.0,3858.5,113.0,203.0,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Réseau hospitalier neuchâtelois RHNe,Hospital lvl2,269185.0,124859.0,1188.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,359.87,164.99,907.03,243.14,2184.24,2871.5,681.0,4656.5,4100.0,92.0,210.0,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Réseau hospitalier neuchâtelois RHNe,Hospital lvl2,269185.0,124859.0,1188.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,324.24,147.54,953.89,270.48,2281.45,2117.0,542.0,4630.0,3858.5,113.0,203.0,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Réseau hospitalier neuchâtelois RHNe,Hospital lvl2,269185.0,124859.0,1188.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,324.24,147.54,953.89,270.48,2281.45,2871.5,681.0,4656.5,4100.0,92.0,210.0,,,Neuchâtel,46.9903,6.9306
Neuchâtel,SMN - Neuchâtel,Hospital lvl5,13346.0,7864.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.34,0.0,98.22,31.87,197.08,,,,,225.0,0.0,324.382352941176,7.79411764705882,Neuchâtel,46.9903,6.9306
Neuchâtel,SMN - Neuchâtel,Hospital lvl5,13346.0,7864.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.34,0.0,98.22,31.87,197.08,,,,,227.0,31.0,366.264705882353,16.0882352941176,Neuchâtel,46.9903,6.9306
Neuchâtel,SMN - Neuchâtel,Hospital lvl5,13346.0,7864.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.22,0.0,100.85,39.73,199.82,,,,,225.0,0.0,324.382352941176,7.79411764705882,Neuchâtel,46.9903,6.9306
Neuchâtel,SMN - Neuchâtel,Hospital lvl5,13346.0,7864.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.22,0.0,100.85,39.73,199.82,,,,,227.0,31.0,366.264705882353,16.0882352941176,Neuchâtel,46.9903,6.9306
Neuchâtel,Clinique Volta SA,Hospital lvl5,1916.0,147.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,6.5,19.9,,,,,,,,,La Chaux­de­Fonds,,
Neuchâtel,Clinique Volta SA,Hospital lvl5,1916.0,147.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,6.5,19.9,,,,,,,,,La Chaux­de­Fonds,,
Neuchâtel,Clinique Volta SA,Hospital lvl5,1916.0,147.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.5,20.35,,,,,,,,,La Chaux­de­Fonds,,
Neuchâtel,Clinique Volta SA,Hospital lvl5,1916.0,147.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.5,20.35,,,,,,,,,La Chaux­de­Fonds,,
Neuchâtel,CNP Centre Neuchâtelois de psychiatrie,Psychiatric hospital lvl2,114437.0,36332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52,51.16,189.95,70.87,593.92,,,,,,,,,Boudry,46.95,6.8333
Neuchâtel,CNP Centre Neuchâtelois de psychiatrie,Psychiatric hospital lvl2,114437.0,36332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52,51.16,189.95,70.87,593.92,,,,,,,,,Boudry,46.95,6.8333
Neuchâtel,CNP Centre Neuchâtelois de psychiatrie,Psychiatric hospital lvl2,114437.0,36332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.29,66.49,188.32,70.4,572.83,,,,,,,,,Boudry,46.95,6.8333
Neuchâtel,CNP Centre Neuchâtelois de psychiatrie,Psychiatric hospital lvl2,114437.0,36332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.29,66.49,188.32,70.4,572.83,,,,,,,,,Boudry,46.95,6.8333
Neuchâtel,Maison de Naissance Tilia Sàrl,clinic: Gynecology / Neonatology,0.0,291.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,,,,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Maison de Naissance Tilia Sàrl,clinic: Gynecology / Neonatology,0.0,291.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,,,,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Maison de Naissance Tilia Sàrl,clinic: Gynecology / Neonatology,0.0,291.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,,,,,,,,,Neuchâtel,46.9903,6.9306
Neuchâtel,Maison de Naissance Tilia Sàrl,clinic: Gynecology / Neonatology,0.0,291.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,,,,,,,,,Neuchâtel,46.9903,6.9306
Nidwalden,Kantonsspital Nidwalden,Hospital lvl4,72903.0,21622.0,570.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.37,23.13,152.73,110.53,447.01,3123.0,189.0,1845.0,1207.0,,,,,Stans,46.9594,8.3667
Nidwalden,Kantonsspital Nidwalden,Hospital lvl4,72903.0,21622.0,570.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.37,23.13,152.73,110.53,447.01,3029.0,217.0,1939.0,1259.0,,,,,Stans,46.9594,8.3667
Nidwalden,Kantonsspital Nidwalden,Hospital lvl4,72903.0,21622.0,570.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.39,26.02,147.58,114.08,448.82,3123.0,189.0,1845.0,1207.0,,,,,Stans,46.9594,8.3667
Nidwalden,Kantonsspital Nidwalden,Hospital lvl4,72903.0,21622.0,570.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.39,26.02,147.58,114.08,448.82,3029.0,217.0,1939.0,1259.0,,,,,Stans,46.9594,8.3667
Nidwalden,Bürgenstock Hotels AG - Waldhotel Health & Medical Excellence Rehabilitationsklinik,Rehabilitation clinic,0.0,5296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,3.0,15.42,4.84,28.51,,,,,,,,,Obbürgen,,
Nidwalden,Bürgenstock Hotels AG - Waldhotel Health & Medical Excellence Rehabilitationsklinik,Rehabilitation clinic,0.0,5296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,3.0,15.42,4.84,28.51,,,,,,,,,Obbürgen,,
Nidwalden,Bürgenstock Hotels AG - Waldhotel Health & Medical Excellence Rehabilitationsklinik,Rehabilitation clinic,0.0,5296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2.97,20.16,5.39,35.01,,,,,,,,,Obbürgen,,
Nidwalden,Bürgenstock Hotels AG - Waldhotel Health & Medical Excellence Rehabilitationsklinik,Rehabilitation clinic,0.0,5296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42,2.97,20.16,5.39,35.01,,,,,,,,,Obbürgen,,
Nidwalden,Geburtshaus Stans,clinic: Gynecology / Neonatology,1847.0,714.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,8.18,,,,,,,,,Stans,46.9594,8.3667
Nidwalden,Geburtshaus Stans,clinic: Gynecology / Neonatology,1847.0,714.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,8.18,,,,,,,,,Stans,46.9594,8.3667
Nidwalden,Geburtshaus Stans,clinic: Gynecology / Neonatology,1847.0,714.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,7.13,,,,,,,,,Stans,46.9594,8.3667
Nidwalden,Geburtshaus Stans,clinic: Gynecology / Neonatology,1847.0,714.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,0.0,7.13,,,,,,,,,Stans,46.9594,8.3667
Obwalden,Kantonsspital Obwalden,Hospital lvl3,30819.0,13713.0,289.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.76,18.88,125.21,65.69,363.51,2149.0,87.0,1806.0,507.0,240.0,12.0,,,Sarnen,46.8969,8.2469
Obwalden,Kantonsspital Obwalden,Hospital lvl3,30819.0,13713.0,289.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,46.76,18.88,125.21,65.69,363.51,2418.0,6.0,1637.0,98.0,234.0,6.0,,,Sarnen,46.8969,8.2469
Obwalden,Kantonsspital Obwalden,Hospital lvl3,30819.0,13713.0,289.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.24,18.66,122.93,62.97,358.66,2149.0,87.0,1806.0,507.0,240.0,12.0,,,Sarnen,46.8969,8.2469
Obwalden,Kantonsspital Obwalden,Hospital lvl3,30819.0,13713.0,289.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.24,18.66,122.93,62.97,358.66,2418.0,6.0,1637.0,98.0,234.0,6.0,,,Sarnen,46.8969,8.2469
St. Gallen,Kantonsspital St. Gallen,Hospital lvl2,488209.0,206185.0,1627.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,870.0,370.73,1824.79,517.92,4780.37,3460.5,999.75,2680.42857142857,1908.0,595.0,1298.0,207.771929824561,35.719298245614,St. Gallen,,
St. Gallen,Kantonsspital St. Gallen,Hospital lvl2,488209.0,206185.0,1627.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,870.0,370.73,1824.79,517.92,4780.37,3536.75,1009.5,2741.57142857143,1967.71428571429,638.0,1325.0,218.491228070175,35.1228070175439,St. Gallen,,
St. Gallen,Kantonsspital St. Gallen,Hospital lvl2,488209.0,206185.0,1627.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,877.82,369.35,1822.52,538.94,4864.07,3460.5,999.75,2680.42857142857,1908.0,595.0,1298.0,207.771929824561,35.719298245614,St. Gallen,,
St. Gallen,Kantonsspital St. Gallen,Hospital lvl2,488209.0,206185.0,1627.0,20.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,877.82,369.35,1822.52,538.94,4864.07,3536.75,1009.5,2741.57142857143,1967.71428571429,638.0,1325.0,218.491228070175,35.1228070175439,St. Gallen,,
St. Gallen,Spitalregion Rheintal Werdenberg Sarganserland,Hospital lvl2,67077.0,66646.0,870.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,197.9,93.48,527.03,151.26,1212.37,2980.0,464.5,2552.0,2550.0,110.0,789.0,130.1,10.5,Rebstein,47.3997,9.5833
St. Gallen,Spitalregion Rheintal Werdenberg Sarganserland,Hospital lvl2,67077.0,66646.0,870.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,197.9,93.48,527.03,151.26,1212.37,3205.0,538.5,2665.0,2896.66666666667,130.5,537.0,196.5,16.9,Rebstein,47.3997,9.5833
St. Gallen,Spitalregion Rheintal Werdenberg Sarganserland,Hospital lvl2,67077.0,66646.0,870.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,195.36,97.07,516.13,145.9,1204.39,2980.0,464.5,2552.0,2550.0,110.0,789.0,130.1,10.5,Rebstein,47.3997,9.5833
St. Gallen,Spitalregion Rheintal Werdenberg Sarganserland,Hospital lvl2,67077.0,66646.0,870.0,9.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,195.36,97.07,516.13,145.9,1204.39,3205.0,538.5,2665.0,2896.66666666667,130.5,537.0,196.5,16.9,Rebstein,47.3997,9.5833
St. Gallen,Spitalregion Fürstenland Toggenburg,Hospital lvl3,46827.0,36150.0,505.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.89,47.55,257.32,120.34,642.54,2311.0,647.0,1417.0,1320.5,,,,,Wil SG,,
St. Gallen,Spitalregion Fürstenland Toggenburg,Hospital lvl3,46827.0,36150.0,505.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.89,47.55,257.32,120.34,642.54,2117.0,592.0,1417.0,1467.0,,,,,Wil SG,,
St. Gallen,Spitalregion Fürstenland Toggenburg,Hospital lvl3,46827.0,36150.0,505.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.22,50.06,261.55,122.21,640.9,2311.0,647.0,1417.0,1320.5,,,,,Wil SG,,
St. Gallen,Spitalregion Fürstenland Toggenburg,Hospital lvl3,46827.0,36150.0,505.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.22,50.06,261.55,122.21,640.9,2117.0,592.0,1417.0,1467.0,,,,,Wil SG,,
St. Gallen,Hirslanden Klinik Stephanshorn,Hospital lvl4,61116.0,29586.0,663.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.6,5.08,221.95,55.13,442.57,2364.5,116.0,2690.0,1246.0,284.0,40.0,,,St. Gallen,,
St. Gallen,Hirslanden Klinik Stephanshorn,Hospital lvl4,61116.0,29586.0,663.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.6,5.08,221.95,55.13,442.57,2348.5,85.0,2711.0,1056.0,341.0,88.0,,,St. Gallen,,
St. Gallen,Hirslanden Klinik Stephanshorn,Hospital lvl4,61116.0,29586.0,663.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.53,4.96,228.17,56.8,456.01,2364.5,116.0,2690.0,1246.0,284.0,40.0,,,St. Gallen,,
St. Gallen,Hirslanden Klinik Stephanshorn,Hospital lvl4,61116.0,29586.0,663.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,32.53,4.96,228.17,56.8,456.01,2348.5,85.0,2711.0,1056.0,341.0,88.0,,,St. Gallen,,
St. Gallen,Spital Linth,Hospital lvl4,41797.0,23586.0,367.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.21,25.11,157.42,53.7,401.46,1836.0,321.0,3359.0,2860.0,232.0,86.0,310.3,9.0,Uznach,47.2242,8.9839
St. Gallen,Spital Linth,Hospital lvl4,41797.0,23586.0,367.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.21,25.11,157.42,53.7,401.46,2005.5,328.5,3463.0,3380.0,280.0,90.0,375.7,1.0,Uznach,47.2242,8.9839
St. Gallen,Spital Linth,Hospital lvl4,41797.0,23586.0,367.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,68.46,27.3,162.15,57.98,412.2,1836.0,321.0,3359.0,2860.0,232.0,86.0,310.3,9.0,Uznach,47.2242,8.9839
St. Gallen,Spital Linth,Hospital lvl4,41797.0,23586.0,367.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,68.46,27.3,162.15,57.98,412.2,2005.5,328.5,3463.0,3380.0,280.0,90.0,375.7,1.0,Uznach,47.2242,8.9839
St. Gallen,Psychiatrie St.Gallen Nord,Psychiatric hospital lvl1,78719.0,76458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,36.61,263.06,67.44,604.2,,,,,,,,,Wil SG,,
St. Gallen,Psychiatrie St.Gallen Nord,Psychiatric hospital lvl1,78719.0,76458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,36.61,263.06,67.44,604.2,,,,,,,,,Wil SG,,
St. Gallen,Psychiatrie St.Gallen Nord,Psychiatric hospital lvl1,78719.0,76458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04,38.97,266.03,77.19,615.05,,,,,,,,,Wil SG,,
St. Gallen,Psychiatrie St.Gallen Nord,Psychiatric hospital lvl1,78719.0,76458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.04,38.97,266.03,77.19,615.05,,,,,,,,,Wil SG,,
St. Gallen,Psychiatrie-Dienste Süd,Psychiatric hospital lvl1,76751.0,50937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,32.79,165.21,60.44,432.62,,,,,,,,,Pfäfers,46.9831,9.4997
St. Gallen,Psychiatrie-Dienste Süd,Psychiatric hospital lvl1,76751.0,50937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,32.79,165.21,60.44,432.62,,,,,,,,,Pfäfers,46.9831,9.4997
St. Gallen,Psychiatrie-Dienste Süd,Psychiatric hospital lvl1,76751.0,50937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.78,33.18,173.07,65.73,456.92,,,,,,,,,Pfäfers,46.9831,9.4997
St. Gallen,Psychiatrie-Dienste Süd,Psychiatric hospital lvl1,76751.0,50937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.78,33.18,173.07,65.73,456.92,,,,,,,,,Pfäfers,46.9831,9.4997
St. Gallen,Klinik Sonnenhof Kinder- & Jugendpsychiatrisches Zentrum,Psychiatric hospital lvl2,168.0,13110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.87,65.7,13.32,115.45,,,,,,,,,Ganterschwil,,
St. Gallen,Klinik Sonnenhof Kinder- & Jugendpsychiatrisches Zentrum,Psychiatric hospital lvl2,168.0,13110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47,0.87,65.7,13.32,115.45,,,,,,,,,Ganterschwil,,
St. Gallen,Klinik Sonnenhof Kinder- & Jugendpsychiatrisches Zentrum,Psychiatric hospital lvl2,168.0,13110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,65.46,13.12,118.92,,,,,,,,,Ganterschwil,,
St. Gallen,Klinik Sonnenhof Kinder- & Jugendpsychiatrisches Zentrum,Psychiatric hospital lvl2,168.0,13110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,65.46,13.12,118.92,,,,,,,,,Ganterschwil,,
St. Gallen,Kliniken Valens,Rehabilitation clinic,28808.0,78228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41,15.39,179.41,106.99,527.32,,,,,,,,,Valens,,
St. Gallen,Kliniken Valens,Rehabilitation clinic,28808.0,78228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41,15.39,179.41,106.99,527.32,,,,,,,,,Valens,,
St. Gallen,Kliniken Valens,Rehabilitation clinic,28808.0,78228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62,16.52,202.44,121.93,580.13,,,,,,,,,Valens,,
